disp_id,client_id,account_id,type
2928,2928,2423,OWNER
2929,2929,2424,OWNER
2933,2933,2428,OWNER
2934,2934,2428,DISPONENT
2936,2936,2430,OWNER
2937,2937,2431,OWNER
2940,2940,2434,OWNER
2945,2945,2439,OWNER
2946,2946,2439,DISPONENT
2947,2947,2440,OWNER
2948,2948,2441,OWNER
2949,2949,2442,OWNER
2951,2951,2444,OWNER
2957,2957,2449,OWNER
2968,2968,2458,OWNER
2971,2971,2460,OWNER
2975,2975,2464,OWNER
2978,2978,2467,OWNER
2979,2979,2468,OWNER
2980,2980,2469,OWNER
2981,2981,2470,OWNER
2986,2986,2473,OWNER
2987,2987,2473,DISPONENT
2990,2990,2476,OWNER
2991,2991,2476,DISPONENT
2995,2995,2480,OWNER
2997,2997,2482,OWNER
2999,2999,2484,OWNER
3002,3002,2487,OWNER
3005,3005,2489,OWNER
3006,3006,2490,OWNER
3009,3009,2493,OWNER
3010,3010,2493,DISPONENT
3015,3015,2497,OWNER
3018,3018,2500,OWNER
3019,3019,2501,OWNER
3030,3030,2510,OWNER
3036,3036,2514,OWNER
3038,3038,2516,OWNER
3046,3046,2524,OWNER
3054,3054,2530,OWNER
3055,3055,2531,OWNER
3058,3058,2533,OWNER
3060,3060,2535,OWNER
3061,3061,2535,DISPONENT
3065,3065,2539,OWNER
3066,3066,2540,OWNER
3067,3067,2541,OWNER
3068,3068,2541,DISPONENT
3069,3069,2542,OWNER
3070,3070,2543,OWNER
3074,3074,2546,OWNER
3080,3080,2551,OWNER
3081,3081,2551,DISPONENT
3082,3082,2552,OWNER
3085,3085,2555,OWNER
3086,3086,2555,DISPONENT
3089,3089,2558,OWNER
3093,3093,2562,OWNER
3098,3098,2567,OWNER
3099,3099,2568,OWNER
3103,3103,2572,OWNER
3109,3109,2577,OWNER
3112,3112,2579,OWNER
3119,3119,2584,OWNER
3121,3121,2586,OWNER
3122,3122,2586,DISPONENT
3124,3124,2588,OWNER
3126,3126,2590,OWNER
3127,3127,2591,OWNER
3130,3130,2594,OWNER
3133,3133,2597,OWNER
3136,3136,2600,OWNER
3139,3139,2602,OWNER
3140,3140,2602,DISPONENT
3142,3142,2604,OWNER
3148,3148,2609,OWNER
3149,3149,2609,DISPONENT
3150,3150,2610,OWNER
3152,3152,2612,OWNER
3153,3153,2613,OWNER
3154,3154,2613,DISPONENT
3155,3155,2614,OWNER
3160,3160,2619,OWNER
3161,3161,2620,OWNER
3162,3162,2621,OWNER
3166,3166,2624,OWNER
3170,3170,2627,OWNER
3171,3171,2627,DISPONENT
3172,3172,2628,OWNER
3177,3177,2632,OWNER
3185,3185,2639,OWNER
3188,3188,2642,OWNER
3191,3191,2645,OWNER
3201,3201,2653,OWNER
3202,3202,2654,OWNER
3205,3205,2656,OWNER
3206,3206,2656,DISPONENT
3208,3208,2658,OWNER
3209,3209,2658,DISPONENT
3211,3211,2660,OWNER
3214,3214,2662,OWNER
3222,3222,2668,OWNER
3226,3226,2671,OWNER
3227,3227,2672,OWNER
3234,3234,2679,OWNER
3236,3236,2681,OWNER
3240,3240,2685,OWNER
3248,3248,2692,OWNER
3255,3255,2697,OWNER
3256,3256,2698,OWNER
3258,3258,2700,OWNER
3262,3262,2703,OWNER
3267,3267,2707,OWNER
3268,3268,2708,OWNER
3269,3269,2709,OWNER
3271,3271,2711,OWNER
3277,3277,2715,OWNER
3278,3278,2715,DISPONENT
3279,3279,2716,OWNER
3280,3280,2716,DISPONENT
3282,3282,2718,OWNER
3286,3286,2721,OWNER
3287,3287,2721,DISPONENT
3290,3290,2724,OWNER
3292,3292,2726,OWNER
3294,3294,2728,OWNER
3305,3305,2738,OWNER
3311,3311,2743,OWNER
3316,3316,2747,OWNER
3317,3317,2747,DISPONENT
3319,3319,2749,OWNER
3320,3320,2749,DISPONENT
3324,3324,2753,OWNER
3325,3325,2753,DISPONENT
3326,3326,2754,OWNER
3334,3334,2761,OWNER
3335,3335,2762,OWNER
3337,3337,2764,OWNER
3338,3338,2765,OWNER
3340,3340,2767,OWNER
3341,3341,2767,DISPONENT
3348,3348,2773,OWNER
3349,3349,2774,OWNER
3350,3350,2775,OWNER
3351,3351,2775,DISPONENT
3355,3355,2778,OWNER
3359,3359,2782,OWNER
3361,3361,2784,OWNER
3366,3366,2788,OWNER
3367,3367,2788,DISPONENT
3368,3368,2789,OWNER
3370,3370,2791,OWNER
3371,3371,2791,DISPONENT
3372,3372,2792,OWNER
3373,3373,2793,OWNER
3374,3374,2793,DISPONENT
3378,3378,2796,OWNER
3379,3379,2796,DISPONENT
3384,3384,2800,OWNER
3385,3385,2801,OWNER
3387,3387,2803,OWNER
3389,3389,2805,OWNER
3393,3393,2809,OWNER
3394,3394,2810,OWNER
3397,3397,2813,OWNER
3398,3398,2813,DISPONENT
3399,3399,2814,OWNER
3402,3402,2816,OWNER
3403,3403,2816,DISPONENT
3405,3405,2818,OWNER
3406,3406,2818,DISPONENT
3410,3410,2821,OWNER
3422,3422,2831,OWNER
3425,3425,2834,OWNER
3427,3427,2836,OWNER
3428,3428,2836,DISPONENT
3429,3429,2837,OWNER
3432,3432,2840,OWNER
3435,3435,2842,OWNER
3440,3440,2846,OWNER
3441,3441,2847,OWNER
3450,3450,2856,OWNER
3451,3451,2857,OWNER
3452,3452,2857,DISPONENT
3457,3457,2861,OWNER
3458,3458,2862,OWNER
3459,3459,2863,OWNER
3460,3460,2863,DISPONENT
3464,3464,2866,OWNER
3465,3465,2867,OWNER
3466,3466,2868,OWNER
3467,3467,2868,DISPONENT
3468,3468,2869,OWNER
3472,3472,2873,OWNER
3473,3473,2873,DISPONENT
3483,3483,2881,OWNER
3484,3484,2882,OWNER
3486,3486,2884,OWNER
3492,3492,2889,OWNER
3493,3493,2890,OWNER
3494,3494,2891,OWNER
3495,3495,2892,OWNER
3496,3496,2892,DISPONENT
3498,3498,2894,OWNER
3500,3500,2896,OWNER
3504,3504,2899,OWNER
3505,3505,2900,OWNER
3510,3510,2904,OWNER
3518,3518,2911,OWNER
3519,3519,2912,OWNER
3520,3520,2913,OWNER
3523,3523,2916,OWNER
3524,3524,2917,OWNER
3533,3533,2925,OWNER
3536,3536,2928,OWNER
3538,3538,2930,OWNER
3542,3542,2933,OWNER
3543,3543,2933,DISPONENT
3545,3545,2935,OWNER
3554,3554,2944,OWNER
3555,3555,2944,DISPONENT
3565,3565,2951,OWNER
3567,3567,2953,OWNER
3568,3568,2954,OWNER
3571,3571,2957,OWNER
3573,3573,2959,OWNER
3575,3575,2961,OWNER
3582,3582,2967,OWNER
3585,3585,2969,OWNER
3590,3590,2973,OWNER
3591,3591,2974,OWNER
3592,3592,2974,DISPONENT
3597,3597,2979,OWNER
3598,3598,2980,OWNER
3599,3599,2980,DISPONENT
3600,3600,2981,OWNER
3610,3610,2989,OWNER
3611,3611,2990,OWNER
3616,3616,2994,OWNER
3618,3618,2996,OWNER
3624,3624,3001,OWNER
3627,3627,3003,OWNER
3628,3628,3004,OWNER
3636,3636,3010,OWNER
3638,3638,3012,OWNER
3650,3650,3022,OWNER
3652,3652,3024,OWNER
3653,3653,3024,DISPONENT
3656,3656,3027,OWNER
3657,3657,3027,DISPONENT
3658,3658,3028,OWNER
3659,3659,3029,OWNER
3661,3661,3031,OWNER
3663,3663,3033,OWNER
3664,3664,3033,DISPONENT
3670,3670,3037,OWNER
3675,3675,3041,OWNER
3676,3676,3042,OWNER
3677,3677,3042,DISPONENT
3681,3681,3045,OWNER
3682,3682,3045,DISPONENT
3687,3687,3050,OWNER
3688,3688,3050,DISPONENT
3689,3689,3051,OWNER
3695,3695,3056,OWNER
3696,3696,3056,DISPONENT
3708,3708,3067,OWNER
3709,3709,3067,DISPONENT
3710,3710,3068,OWNER
3714,3714,3072,OWNER
3719,3719,3076,OWNER
3720,3720,3076,DISPONENT
3721,3721,3077,OWNER
3724,3724,3080,OWNER
3735,3735,3088,OWNER
3736,3736,3088,DISPONENT
3740,3740,3092,OWNER
3745,3745,3096,OWNER
3750,3750,3101,OWNER
3751,3751,3102,OWNER
3752,3752,3102,DISPONENT
3757,3757,3107,OWNER
3758,3758,3108,OWNER
3759,3759,3108,DISPONENT
3761,3761,3110,OWNER
3767,3767,3115,OWNER
3768,3768,3115,DISPONENT
3769,3769,3116,OWNER
3775,3775,3121,OWNER
3783,3783,3128,OWNER
3784,3784,3128,DISPONENT
3787,3787,3131,OWNER
3789,3789,3133,OWNER
3790,3790,3134,OWNER
3794,3794,3138,OWNER
3800,3800,3143,OWNER
3801,3801,3143,DISPONENT
3805,3805,3146,OWNER
3811,3811,3151,OWNER
3812,3812,3152,OWNER
3813,3813,3153,OWNER
3815,3815,3155,OWNER
3816,3816,3156,OWNER
3824,3824,3163,OWNER
3825,3825,3163,DISPONENT
3826,3826,3164,OWNER
3827,3827,3164,DISPONENT
3833,3833,3169,OWNER
3836,3836,3172,OWNER
3842,3842,3177,OWNER
3847,3847,3182,OWNER
3848,3848,3183,OWNER
3857,3857,3191,OWNER
3862,3862,3195,OWNER
3863,3863,3196,OWNER
3864,3864,3196,DISPONENT
3870,3870,3201,OWNER
3871,3871,3201,DISPONENT
3880,3880,3208,OWNER
3892,3892,3218,OWNER
3899,3899,3224,OWNER
3900,3900,3225,OWNER
3901,3901,3225,DISPONENT
3902,3902,3226,OWNER
3916,3916,3238,OWNER
3917,3917,3238,DISPONENT
3920,3920,3241,OWNER
3925,3925,3245,OWNER
3929,3929,3249,OWNER
3932,3932,3251,OWNER
3933,3933,3251,DISPONENT
3943,3943,3259,OWNER
3948,3948,3263,OWNER
3949,3949,3263,DISPONENT
3963,3963,3274,OWNER
3965,3965,3276,OWNER
3966,3966,3276,DISPONENT
3978,3978,3287,OWNER
3980,3980,3289,OWNER
3981,3981,3290,OWNER
3983,3983,3292,OWNER
3987,3987,3296,OWNER
3988,3988,3297,OWNER
3989,3989,3297,DISPONENT
3991,3991,3299,OWNER
3992,3992,3300,OWNER
3993,3993,3301,OWNER
3996,3996,3304,OWNER
4006,4006,3314,OWNER
4009,4009,3316,OWNER
4011,4011,3318,OWNER
4015,4015,3322,OWNER
4018,4018,3324,OWNER
4020,4020,3326,OWNER
4021,4021,3327,OWNER
4027,4027,3331,OWNER
4028,4028,3331,DISPONENT
4029,4029,3332,OWNER
4032,4032,3335,OWNER
4033,4033,3336,OWNER
4034,4034,3337,OWNER
4035,4035,3337,DISPONENT
4042,4042,3343,OWNER
4043,4043,3344,OWNER
4044,4044,3345,OWNER
4046,4046,3346,OWNER
4047,4047,3346,DISPONENT
4048,4048,3347,OWNER
4051,4051,3350,OWNER
4052,4052,3350,DISPONENT
4061,4061,3359,OWNER
4063,4063,3361,OWNER
4064,4064,3361,DISPONENT
4065,4065,3362,OWNER
4069,4069,3366,OWNER
4070,4070,3366,DISPONENT
4079,4079,3373,OWNER
4081,4081,3375,OWNER
4082,4082,3376,OWNER
4083,4083,3377,OWNER
4087,4087,3380,OWNER
4094,4094,3386,OWNER
4095,4095,3387,OWNER
4096,4096,3387,DISPONENT
4106,4106,3396,OWNER
4116,4116,3405,OWNER
4124,4124,3411,OWNER
4129,4129,3415,OWNER
4131,4131,3417,OWNER
4132,4132,3418,OWNER
4133,4133,3418,DISPONENT
4136,4136,3421,OWNER
4139,4139,3424,OWNER
4142,4142,3427,OWNER
4143,4143,3428,OWNER
4144,4144,3428,DISPONENT
4146,4146,3430,OWNER
4147,4147,3431,OWNER
4148,4148,3431,DISPONENT
4155,4155,3435,OWNER
4161,4161,3440,OWNER
4163,4163,3442,OWNER
4166,4166,3445,OWNER
4169,4169,3448,OWNER
4170,4170,3448,DISPONENT
4171,4171,3449,OWNER
4177,4177,3455,OWNER
4180,4180,3458,OWNER
4186,4186,3463,OWNER
4196,4196,3472,OWNER
4220,4220,3492,OWNER
4223,4223,3495,OWNER
4234,4234,3506,OWNER
4240,4240,3512,OWNER
4244,4244,3515,OWNER
4245,4245,3515,DISPONENT
4247,4247,3517,OWNER
4249,4249,3519,OWNER
4255,4255,3524,OWNER
4267,4267,3536,OWNER
4268,4268,3536,DISPONENT
4270,4270,3538,OWNER
4271,4271,3538,DISPONENT
4272,4272,3539,OWNER
4273,4273,3540,OWNER
4275,4275,3542,OWNER
4279,4279,3545,OWNER
4280,4280,3546,OWNER
4296,4296,3560,OWNER
4297,4297,3560,DISPONENT
4303,4303,3566,OWNER
4304,4304,3567,OWNER
4312,4312,3574,OWNER
4316,4316,3578,OWNER
4320,4320,3581,OWNER
4321,4321,3582,OWNER
4322,4322,3582,DISPONENT
4325,4325,3584,OWNER
4326,4326,3585,OWNER
4327,4327,3585,DISPONENT
4328,4328,3586,OWNER
4329,4329,3587,OWNER
4336,4336,3593,OWNER
4343,4343,3600,OWNER
4346,4346,3603,OWNER
4348,4348,3605,OWNER
4352,4352,3608,OWNER
4355,4355,3610,OWNER
4358,4358,3612,OWNER
4359,4359,3613,OWNER
4360,4360,3614,OWNER
4367,4367,3620,OWNER
4370,4370,3623,OWNER
4371,4371,3624,OWNER
4384,4384,3635,OWNER
4390,4390,3641,OWNER
4393,4393,3643,OWNER
4394,4394,3644,OWNER
4398,4398,3647,OWNER
4399,4399,3648,OWNER
4403,4403,3652,OWNER
4411,4411,3659,OWNER
4412,4412,3659,DISPONENT
4414,4414,3661,OWNER
4423,4423,3670,OWNER
4426,4426,3672,OWNER
4427,4427,3673,OWNER
4431,4431,3676,OWNER
4436,4436,3680,OWNER
4439,4439,3682,OWNER
4444,4444,3686,OWNER
4445,4445,3686,DISPONENT
4448,4448,3688,OWNER
4453,4453,3693,OWNER
4454,4454,3693,DISPONENT
4458,4458,3697,OWNER
4463,4463,3701,OWNER
4464,4464,3702,OWNER
4466,4466,3704,OWNER
4473,4473,3710,OWNER
4474,4474,3711,OWNER
4476,4476,3712,OWNER
4477,4477,3713,OWNER
4478,4478,3713,DISPONENT
4480,4480,3715,OWNER
4483,4483,3718,OWNER
4484,4484,3719,OWNER
4492,4492,3724,OWNER
4498,4498,3729,OWNER
4499,4499,3729,DISPONENT
4500,4500,3730,OWNER
4501,4501,3731,OWNER
4507,4507,3735,OWNER
4508,4508,3736,OWNER
4509,4509,3736,DISPONENT
4511,4511,3738,OWNER
4515,4515,3742,OWNER
4519,4519,3746,OWNER
4520,4520,3747,OWNER
4521,4521,3748,OWNER
4522,4522,3749,OWNER
4523,4523,3749,DISPONENT
4526,4526,3751,OWNER
4532,4532,3756,OWNER
4534,4534,3758,OWNER
4535,4535,3759,OWNER
4539,4539,3763,OWNER
4540,4540,3764,OWNER
4550,4550,3774,OWNER
4554,4554,3777,OWNER
4556,4556,3779,OWNER
4559,4559,3781,OWNER
4561,4561,3783,OWNER
4569,4569,3789,OWNER
4575,4575,3795,OWNER
4580,4580,3800,OWNER
4581,4581,3801,OWNER
4584,4584,3804,OWNER
4587,4587,3806,OWNER
4588,4588,3807,OWNER
4594,4594,3813,OWNER
4595,4595,3813,DISPONENT
4598,4598,3816,OWNER
4599,4599,3816,DISPONENT
4607,4607,3823,OWNER
4608,4608,3824,OWNER
4620,4620,3834,OWNER
4621,4621,3834,DISPONENT
4629,4629,3840,OWNER
4630,4630,3840,DISPONENT
4631,4631,3841,OWNER
4636,4636,3845,OWNER
4637,4637,3846,OWNER
4640,4640,3849,OWNER
4641,4641,3850,OWNER
4642,4642,3850,DISPONENT
4647,4647,3854,OWNER
4648,4648,3855,OWNER
4652,4652,3859,OWNER
4654,4654,3861,OWNER
4655,4655,3861,DISPONENT
4657,4657,3863,OWNER
4661,4661,3867,OWNER
4662,4662,3868,OWNER
4670,4670,3874,OWNER
4671,4671,3874,DISPONENT
4673,4673,3876,OWNER
4674,4674,3877,OWNER
4675,4675,3878,OWNER
4679,4679,3882,OWNER
4683,4683,3885,OWNER
4686,4686,3888,OWNER
4687,4687,3889,OWNER
4688,4688,3889,DISPONENT
4693,4693,3893,OWNER
4694,4694,3893,DISPONENT
4701,4701,3899,OWNER
4704,4704,3901,OWNER
4709,4709,3905,OWNER
4712,4712,3907,OWNER
4716,4716,3910,OWNER
4718,4718,3912,OWNER
4720,4720,3914,OWNER
4723,4723,3917,OWNER
4729,4729,3921,OWNER
4732,4732,3924,OWNER
4734,4734,3926,OWNER
4735,4735,3926,DISPONENT
4741,4741,3932,OWNER
4742,4742,3933,OWNER
4743,4743,3933,DISPONENT
4747,4747,3937,OWNER
4748,4748,3937,DISPONENT
4750,4750,3939,OWNER
4758,4758,3945,OWNER
4759,4759,3945,DISPONENT
4764,4764,3949,OWNER
4765,4765,3950,OWNER
4766,4766,3951,OWNER
4769,4769,3954,OWNER
4770,4770,3954,DISPONENT
4773,4773,3957,OWNER
4774,4774,3958,OWNER
4775,4775,3958,DISPONENT
4781,4781,3963,OWNER
4784,4784,3966,OWNER
4785,4785,3966,DISPONENT
4790,4790,3971,OWNER
4799,4799,3980,OWNER
4800,4800,3980,DISPONENT
4801,4801,3981,OWNER
4804,4804,3984,OWNER
4806,4806,3986,OWNER
4807,4807,3987,OWNER
4821,4821,3999,OWNER
4822,4822,3999,DISPONENT
4823,4823,4000,OWNER
4853,4853,4026,OWNER
4861,4861,4033,OWNER
4877,4877,4047,OWNER
4904,4904,4069,OWNER
4923,4923,4086,OWNER
4928,4928,4091,OWNER
4929,4929,4092,OWNER
4930,4930,4093,OWNER
4937,4937,4099,OWNER
4942,4942,4103,OWNER
4949,4949,4109,OWNER
4972,4972,4130,OWNER
4979,4979,4134,OWNER
4989,4989,4140,OWNER
5002,5002,4150,OWNER
5010,5010,4156,OWNER
5028,5028,4171,OWNER
5046,5046,4186,OWNER
5050,5050,4190,OWNER
5067,5067,4204,OWNER
5072,5072,4208,OWNER
5117,5117,4245,OWNER
5132,5132,4258,OWNER
5133,5133,4259,OWNER
5134,5134,4260,OWNER
5138,5138,4264,OWNER
5141,5141,4266,OWNER
5145,5145,4269,OWNER
5152,5152,4276,OWNER
5159,5159,4283,OWNER
5163,5163,4286,OWNER
5171,5171,4293,OWNER
5204,5204,4321,OWNER
5217,5217,4332,OWNER
5232,5232,4342,OWNER
5233,5233,4343,OWNER
5240,5240,4349,OWNER
5243,5243,4352,OWNER
5245,5245,4354,OWNER
5246,5246,4355,OWNER
5247,5247,4356,OWNER
5249,5249,4358,OWNER
5277,5277,4379,OWNER
5284,5284,4386,OWNER
5312,5312,4408,OWNER
5313,5313,4408,DISPONENT
5352,5352,4437,OWNER
5354,5354,4439,OWNER
5366,5366,4448,OWNER
5367,5367,4448,DISPONENT
5374,5374,4454,OWNER
5379,5379,4458,OWNER
5392,5392,4470,OWNER
5404,5404,4480,OWNER
5409,5409,4484,OWNER
5433,5433,4503,OWNER
5441,5441,4511,OWNER
5450,5450,4519,OWNER
5469,5469,4534,OWNER
5472,5472,4537,OWNER
5478,5478,4543,OWNER
5526,5526,4585,OWNER
5527,5527,4585,DISPONENT
5539,5539,4596,OWNER
5563,5563,4616,OWNER
5699,5699,4725,OWNER
5704,5704,4729,OWNER
5753,5753,4768,OWNER
5760,5760,4774,OWNER
5761,5761,4774,DISPONENT
5928,5928,4907,OWNER
5977,5977,4948,OWNER
6015,6015,4981,OWNER
6042,6042,5001,OWNER
6077,6077,5033,OWNER
6144,6144,5092,OWNER
6178,6178,5120,OWNER
6255,6255,5180,OWNER
6256,6256,5180,DISPONENT
6275,6275,5196,OWNER
6299,6299,5213,OWNER
6317,6317,5228,OWNER
6318,6318,5228,DISPONENT
6342,6342,5250,OWNER
6363,6363,5267,OWNER
6366,6366,5269,OWNER
6473,6473,5362,OWNER
6474,6474,5362,DISPONENT
6499,6499,5385,OWNER
6567,6567,5442,OWNER
6616,6616,5481,OWNER
6691,6691,5541,OWNER
6749,6749,5591,OWNER
6750,6750,5591,DISPONENT
6803,6803,5632,OWNER
6804,6804,5632,DISPONENT
6844,6844,5661,OWNER
6886,6886,5692,OWNER
6906,6906,5708,OWNER
6987,6987,5774,OWNER
7010,7010,5794,OWNER
7011,7011,5794,DISPONENT
7127,7127,5891,OWNER
7166,7166,5927,OWNER
7286,7286,6030,OWNER
7299,7299,6040,OWNER
7325,7325,6062,OWNER
7348,7348,6083,OWNER
7435,7435,6158,OWNER
7576,7576,6273,OWNER
7586,7586,6281,OWNER
7594,7594,6289,OWNER
7723,7723,6397,OWNER
7724,7724,6397,DISPONENT
7727,7727,6400,OWNER
7765,7765,6434,OWNER
7772,7772,6440,OWNER
7814,7814,6472,OWNER
7843,7843,6495,OWNER
7863,7863,6511,OWNER
7864,7864,6512,OWNER
7980,7980,6609,OWNER
8013,8013,6636,OWNER
8074,8074,6686,OWNER
8089,8089,6699,OWNER
8096,8096,6706,OWNER
8200,8200,6792,OWNER
8356,8356,6922,OWNER
8359,8359,6924,OWNER
8489,8489,7033,OWNER
8548,8548,7082,OWNER
8571,8571,7101,OWNER
8615,8615,7136,OWNER
8636,8636,7156,OWNER
8666,8666,7180,OWNER
8726,8726,7231,OWNER
8737,8737,7240,OWNER
8738,8738,7240,DISPONENT
8777,8777,7274,OWNER
8865,9173,7401,OWNER
8866,9174,7401,DISPONENT
8909,9217,7437,OWNER
8928,9236,7454,OWNER
9005,9313,7520,OWNER
9032,9340,7542,OWNER
9095,9403,7594,OWNER
9119,9427,7614,OWNER
9120,9428,7614,DISPONENT
9125,9433,7618,OWNER
9148,9456,7636,OWNER
9247,9555,7721,OWNER
9261,9569,7733,OWNER
9298,9606,7765,OWNER
9308,9616,7774,OWNER
9355,9663,7815,OWNER
9356,9664,7815,DISPONENT
9362,9670,7819,OWNER
9367,9675,7824,OWNER
9407,9715,7857,OWNER
9409,9717,7859,OWNER
9410,9718,7859,DISPONENT
9452,9760,7894,OWNER
9538,9846,7966,OWNER
9606,9914,8026,OWNER
9622,9930,8039,OWNER
9679,9987,8085,OWNER
9687,9995,8092,OWNER
9715,10023,8114,OWNER
9768,10076,8159,OWNER
9769,10077,8159,DISPONENT
9837,10145,8212,OWNER
9890,10198,8260,OWNER
9891,10199,8260,DISPONENT
9965,10273,8320,OWNER
9966,10274,8320,DISPONENT
10074,10382,8405,OWNER
10151,10459,8475,OWNER
10167,10475,8489,OWNER
10168,10476,8489,DISPONENT
10202,10510,8519,OWNER
10203,10511,8519,DISPONENT
10220,10528,8533,OWNER
10235,10543,8547,OWNER
10394,10702,8680,OWNER
10395,10703,8680,DISPONENT
10406,10714,8688,OWNER
10438,10746,8713,OWNER
10469,10777,8742,OWNER
10470,10778,8742,DISPONENT
10490,10798,8759,OWNER
10505,10813,8772,OWNER
10689,10997,8926,OWNER
10690,10998,8926,DISPONENT
10797,11105,9017,OWNER
10813,11121,9030,OWNER
10814,11122,9030,DISPONENT
10942,11250,9138,OWNER
10944,11252,9140,OWNER
10958,11266,9153,OWNER
10959,11267,9153,DISPONENT
10966,11274,9159,OWNER
10967,11275,9159,DISPONENT
10978,11286,9167,OWNER
10996,11304,9179,OWNER
11051,11359,9225,OWNER
11052,11360,9225,DISPONENT
11153,11461,9307,OWNER
11189,11497,9337,OWNER
11237,11545,9377,OWNER
11266,11574,9403,OWNER
11301,11609,9433,OWNER
11368,11676,9484,OWNER
11377,11685,9493,OWNER
11405,11713,9513,OWNER
11406,11714,9513,DISPONENT
11424,11732,9528,OWNER
11446,11754,9548,OWNER
11547,11855,9631,OWNER
11635,11943,9703,OWNER
11668,11976,9730,OWNER
11669,11977,9730,DISPONENT
11670,11978,9731,OWNER
11671,11979,9731,DISPONENT
11695,12003,9750,OWNER
11742,12050,9790,OWNER
11743,12051,9790,DISPONENT
11787,12095,9828,OWNER
11825,12133,9859,OWNER
11873,12181,9897,OWNER
12016,12324,10018,OWNER
12020,12328,10022,OWNER
12036,12344,10036,OWNER
12050,12358,10049,OWNER
12051,12359,10049,DISPONENT
12074,12382,10068,OWNER
12075,12383,10068,DISPONENT
12088,12396,10079,OWNER
12089,12397,10079,DISPONENT
12124,12432,10105,OWNER
12160,12468,10134,OWNER
12260,12568,10220,OWNER
12278,12586,10233,OWNER
12291,12599,10243,OWNER
12335,12643,10280,OWNER
12387,12695,10320,OWNER
12442,12750,10361,OWNER
12494,12802,10404,OWNER
12532,12840,10436,OWNER
12551,12859,10451,OWNER
12635,12943,10520,OWNER
12736,13044,10607,OWNER
12781,13089,10644,OWNER
12815,13123,10670,OWNER
12863,13171,10710,OWNER
12968,13276,10799,OWNER
12977,13285,10807,OWNER
13038,13346,10857,OWNER
13098,13406,10906,OWNER
13104,13412,10911,OWNER
13182,13490,10973,OWNER
13248,13556,11027,OWNER
13282,13590,11054,OWNER
13312,13620,11079,OWNER
13365,13673,11123,OWNER
13386,13694,11141,OWNER
13544,13852,11271,OWNER
13615,13923,11327,OWNER
13647,13955,11349,OWNER
13648,13956,11349,DISPONENT
13690,13998,11382,OWNER
